OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,YearRemodAdd,FullBath,Neighborhood,LotArea,1stFlrSF,TotRmsAbvGrd,GarageArea,Fireplaces,SalePrice
5,621.0,2.0,842.0,1956,1973,2.0,IDOTRR,25901.0,428.0,6.0,566.0,0,246134.0
3,758.0,2.0,526.0,1951,1990,2.0,NridgHt,13150.0,402.0,7.0,487.0,0,255074.0
1,2098.0,1.0,497.0,1952,1969,2.0,NoRidge,17504.0,1554.0,5.0,331.0,0,223484.0
4,2227.0,2.0,1233.0,1925,1952,1.0,Crawfor,7631.0,1194.0,4.0,560.0,0,303402.0
9,1124.0,2.0,565.0,1928,1950,1.0,Gilbert,13660.0,538.0,4.0,548.0,0,360349.0
1,1183.0,1.0,1197.0,1873,1950,2.0,ClearCr,18279.0,897.0,6.0,304.0,0,243523.0
9,1839.0,2.0,487.0,1955,1986,3.0,CollgCr,5200.0,919.0,4.0,480.0,1,333526.0
6,334.0,2.0,1187.0,1952,1976,2.0,Mitchel,8253.0,334.0,6.0,457.0,1,271670.0
2,538.0,2.0,843.0,2002,2010,1.0,SWISU,3070.0,421.0,9.0,593.0,1,150062.0
4,1368.0,1.0,1673.0,1942,1965,2.0,Blmngtn,8191.0,650.0,4.0,236.0,3,319025.0
6,2329.0,1.0,1199.0,1937,1952,2.0,NoRidge,5955.0,1897.0,6.0,236.0,0,297418.0
4,1286.0,3.0,1598.0,1881,1950,1.0,Blueste,8031.0,1039.0,10.0,940.0,2,312444.0
2,1568.0,3.0,726.0,1899,1950,2.0,BrDale,38631.0,805.0,7.0,903.0,0,301070.0
7,2110.0,2.0,1082.0,1918,1951,1.0,Gilbert,21140.0,1442.0,6.0,460.0,1,475241.0
7,2621.0,1.0,627.0,1924,1950,2.0,Veenker,4360.0,1293.0,6.0,255.0,1,362727.0
2,1212.0,2.0,876.0,1922,1950,2.0,NWAmes,11824.0,890.0,7.0,488.0,1,181429.0
3,1506.0,3.0,942.0,1926,1950,2.0,NoRidge,13353.0,720.0,9.0,1053.0,1,220850.0
3,2472.0,2.0,739.0,1978,2000,1.0,Gilbert,7563.0,2163.0,6.0,632.0,1,392191.0
7,716.0,1.0,525.0,1890,1950,1.0,IDOTRR,9790.0,389.0,5.0,263.0,0,265818.0
8,2054.0,3.0,438.0,1918,1950,2.0,StoneBr,10280.0,1555.0,4.0,909.0,0,417655.0
8,980.0,2.0,32.0,1894,1950,0.0,NPkVill,4567.0,498.0,7.0,452.0,0,358093.0
10,1569.0,3.0,594.0,1914,1950,1.0,Blmngtn,5347.0,854.0,4.0,759.0,1,431225.0
8,1388.0,1.0,1332.0,1967,1968,2.0,BrDale,9761.0,906.0,6.0,284.0,0,349524.0
4,1012.0,2.0,357.0,1878,1950,2.0,IDOTRR,9412.0,716.0,5.0,596.0,1,290380.0
2,999.0,3.0,458.0,1919,1950,2.0,NPkVill,6284.0,899.0,8.0,828.0,0,266341.0
7,1660.0,2.0,1841.0,1875,1950,2.0,OldTown,6020.0,766.0,6.0,580.0,1,394238.0
10,2038.0,2.0,778.0,2004,2010,3.0,Blueste,8562.0,917.0,7.0,566.0,1,546773.0
10,1447.0,1.0,1198.0,1973,2002,1.0,Gilbert,13948.0,879.0,4.0,273.0,0,429113.0
3,1552.0,3.0,1338.0,1905,1950,2.0,Mitchel,8619.0,954.0,7.0,804.0,1,247230.0
3,1815.0,1.0,1347.0,1899,1950,1.0,NPkVill,20158.0,1539.0,5.0,263.0,0,315285.0
1,1005.0,2.0,390.0,1885,1950,2.0,SWISU,6324.0,865.0,6.0,579.0,1,116783.0
2,1903.0,1.0,956.0,1937,1950,2.0,Veenker,9863.0,1610.0,10.0,296.0,0,247915.0
6,1945.0,3.0,348.0,1976,1991,3.0,SWISU,7501.0,1001.0,8.0,864.0,1,245549.0
6,2882.0,3.0,2128.0,1953,1966,1.0,NoRidge,12016.0,1831.0,6.0,699.0,0,335621.0
4,1318.0,2.0,358.0,1994,2010,2.0,Somerst,6058.0,1035.0,12.0,480.0,0,200138.0
4,1275.0,1.0,598.0,1919,1950,2.0,Blueste,23475.0,753.0,5.0,296.0,1,257730.0
9,1919.0,3.0,601.0,1910,1950,2.0,NoRidge,3846.0,1436.0,8.0,1017.0,0,297124.0
5,1945.0,1.0,401.0,1938,1950,2.0,StoneBr,21115.0,1083.0,4.0,286.0,0,297967.0
9,1234.0,1.0,1649.0,1900,1950,2.0,Mitchel,9367.0,735.0,6.0,264.0,1,310248.0
10,1303.0,0.0,2118.0,2007,2010,2.0,Blmngtn,11804.0,1091.0,4.0,0.0,0,460093.0
4,1799.0,1.0,849.0,1897,1950,1.0,BrkSide,17453.0,1012.0,7.0,235.0,0,386950.0
3,1081.0,1.0,479.0,1938,1960,1.0,Somerst,13751.0,956.0,7.0,332.0,1,162906.0
10,1299.0,1.0,77.0,1944,1960,1.0,Somerst,6217.0,764.0,6.0,287.0,2,269846.0
7,1562.0,2.0,950.0,1879,1950,1.0,SWISU,12089.0,719.0,8.0,506.0,1,251901.0
3,2038.0,1.0,918.0,1937,1956,2.0,ClearCr,22782.0,1151.0,6.0,273.0,0,317781.0
7,1198.0,2.0,772.0,1935,1964,1.0,Gilbert,5747.0,631.0,7.0,518.0,1,378787.0
6,548.0,1.0,1154.0,1908,1950,1.0,SWISU,25828.0,372.0,8.0,332.0,1,185410.0
10,509.0,2.0,1230.0,1889,1950,2.0,Blueste,10860.0,334.0,4.0,544.0,0,357819.0
3,854.0,3.0,1199.0,1878,1950,2.0,IDOTRR,7211.0,625.0,5.0,859.0,1,246591.0
10,826.0,2.0,919.0,1873,1950,1.0,Blueste,5729.0,697.0,7.0,606.0,0,343495.0
10,1434.0,2.0,574.0,1938,1965,2.0,Edwards,8009.0,879.0,8.0,501.0,0,399005.0
2,891.0,1.0,1349.0,1884,1950,2.0,Mitchel,3369.0,469.0,9.0,288.0,1,151036.0
2,1146.0,3.0,1062.0,2005,2010,2.0,IDOTRR,7276.0,722.0,6.0,873.0,0,325822.0
6,1109.0,1.0,1446.0,1906,1950,2.0,NWAmes,7852.0,891.0,6.0,218.0,0,264846.0
1,1284.0,3.0,1403.0,1962,1978,1.0,OldTown,5233.0,920.0,5.0,870.0,0,273398.0
3,2209.0,2.0,434.0,1965,1991,0.0,BrkSide,13016.0,1095.0,7.0,556.0,0,355527.0
5,1863.0,2.0,429.0,1940,1956,2.0,NWAmes,8027.0,1289.0,6.0,570.0,1,262460.0
10,1523.0,2.0,726.0,1994,2003,1.0,Gilbert,6517.0,1006.0,6.0,563.0,1,413076.0
10,1273.0,1.0,594.0,1887,1950,1.0,SawyerW,7611.0,760.0,6.0,290.0,0,336217.0
2,1288.0,3.0,1388.0,1904,1950,1.0,Mitchel,10695.0,643.0,7.0,1000.0,0,208098.0
9,1687.0,1.0,1211.0,1907,1950,2.0,NPkVill,9289.0,1504.0,6.0,233.0,0,536932.0
1,1822.0,2.0,1538.0,1890,1950,1.0,Crawfor,6308.0,964.0,5.0,533.0,1,246660.0
8,1039.0,1.0,1231.0,1912,1950,3.0,Mitchel,9536.0,558.0,7.0,307.0,1,314199.0
9,1534.0,2.0,1148.0,1915,1950,1.0,SawyerW,8731.0,791.0,2.0,598.0,2,328467.0
9,448.0,1.0,1582.0,1978,2008,2.0,Timber,5066.0,334.0,6.0,298.0,2,364314.0
3,1626.0,2.0,1263.0,1913,1951,1.0,NridgHt,7752.0,1056.0,5.0,780.0,0,275131.0
9,1915.0,1.0,1087.0,1993,1996,2.0,Veenker,11964.0,1077.0,8.0,305.0,0,391173.0
2,1368.0,2.0,1705.0,1979,1995,1.0,Mitchel,11921.0,880.0,6.0,650.0,1,249483.0
6,2469.0,2.0,1107.0,1997,2010,1.0,Mitchel,7983.0,1859.0,6.0,535.0,1,359171.0
5,1052.0,1.0,924.0,1886,1950,3.0,CollgCr,12561.0,607.0,6.0,240.0,1,245723.0
4,1629.0,2.0,690.0,2008,2010,1.0,NPkVill,5486.0,1404.0,6.0,535.0,1,336260.0
1,1496.0,2.0,1365.0,1957,1963,1.0,BrkSide,5572.0,879.0,6.0,617.0,0,212832.0
8,1462.0,1.0,1599.0,2008,2010,2.0,Edwards,7898.0,788.0,7.0,296.0,1,434201.0
4,1455.0,2.0,1035.0,1921,1950,3.0,Somerst,18935.0,1280.0,6.0,592.0,0,207251.0
7,1571.0,1.0,1630.0,2004,2010,2.0,SawyerW,9717.0,1280.0,6.0,271.0,2,379727.0
5,1960.0,4.0,194.0,1953,1962,1.0,MeadowV,7803.0,1185.0,5.0,1060.0,1,344296.0
4,2238.0,3.0,1033.0,1881,1950,2.0,OldTown,19381.0,1855.0,5.0,818.0,0,413981.0
9,1514.0,2.0,1039.0,1929,1950,1.0,Edwards,7758.0,1035.0,7.0,618.0,1,417892.0
1,1943.0,3.0,739.0,1891,1950,2.0,Timber,27374.0,1178.0,7.0,941.0,0,183732.0
8,1147.0,0.0,2101.0,2002,2010,1.0,Crawfor,6935.0,950.0,4.0,0.0,0,372046.0
8,1917.0,0.0,1028.0,1914,1950,1.0,Blmngtn,5400.0,1512.0,8.0,0.0,1,395743.0
4,1115.0,1.0,878.0,1902,1950,2.0,ClearCr,8241.0,651.0,8.0,254.0,0,301487.0
3,2088.0,1.0,1068.0,1948,1980,2.0,StoneBr,7907.0,1510.0,8.0,299.0,2,317412.0
1,2676.0,2.0,180.0,1931,1956,1.0,NWAmes,5980.0,1649.0,7.0,545.0,1,222167.0
10,1451.0,2.0,724.0,1885,1950,2.0,NoRidge,32892.0,654.0,8.0,685.0,0,294397.0
10,364.0,2.0,1488.0,1985,2009,2.0,Timber,10502.0,334.0,10.0,527.0,0,302276.0
3,1227.0,1.0,782.0,1989,1999,2.0,NridgHt,11295.0,856.0,6.0,287.0,0,258997.0
1,2162.0,2.0,694.0,1975,1979,1.0,SawyerW,7109.0,1555.0,5.0,609.0,1,207821.0
2,1805.0,2.0,1631.0,1957,1967,3.0,Blmngtn,6709.0,1300.0,4.0,490.0,1,321042.0
1,1646.0,2.0,1644.0,1927,1950,1.0,IDOTRR,14955.0,1149.0,9.0,554.0,0,248627.0
9,2045.0,1.0,1283.0,1947,1952,3.0,BrkSide,3874.0,1187.0,9.0,269.0,0,419599.0
9,1769.0,3.0,858.0,1944,1950,3.0,MeadowV,5057.0,1569.0,5.0,778.0,0,415691.0
2,2154.0,2.0,952.0,1894,1950,2.0,NridgHt,7914.0,1572.0,5.0,525.0,2,321424.0
8,1998.0,3.0,705.0,1883,1950,2.0,Gilbert,17598.0,1502.0,6.0,973.0,1,453431.0
2,2314.0,1.0,621.0,1907,1950,0.0,Blueste,7426.0,1515.0,8.0,256.0,0,272007.0
4,1703.0,2.0,600.0,1935,1972,1.0,BrDale,11027.0,987.0,4.0,605.0,0,271208.0
6,1990.0,2.0,786.0,1894,1950,2.0,Mitchel,9080.0,953.0,3.0,585.0,1,280089.0
8,1354.0,2.0,604.0,1886,1950,2.0,Blmngtn,17122.0,823.0,10.0,448.0,0,356275.0
9,1199.0,2.0,372.0,1990,2010,1.0,SawyerW,4055.0,635.0,7.0,602.0,1,319450.0
1,2411.0,2.0,1153.0,1924,1950,1.0,StoneBr,12939.0,1803.0,7.0,447.0,0,240724.0
2,1629.0,0.0,1160.0,1953,1968,0.0,NAmes,8108.0,1377.0,6.0,0.0,0,269589.0
3,1938.0,0.0,1802.0,1944,1954,2.0,SWISU,14221.0,1136.0,7.0,0.0,0,203710.0
4,1580.0,3.0,764.0,1974,1975,1.0,Somerst,5945.0,948.0,4.0,841.0,0,223307.0
10,1207.0,3.0,1187.0,1974,1977,2.0,NridgHt,9065.0,907.0,5.0,685.0,2,470727.0
8,1521.0,3.0,1194.0,1913,1950,2.0,BrDale,8508.0,787.0,7.0,855.0,2,415437.0
4,2269.0,2.0,946.0,1989,2010,1.0,Gilbert,5425.0,1970.0,3.0,634.0,2,431470.0
10,1807.0,1.0,1383.0,1923,1950,2.0,Crawfor,4721.0,1109.0,6.0,248.0,0,333567.0
5,616.0,1.0,1397.0,1988,2005,1.0,Blmngtn,6700.0,334.0,6.0,256.0,0,278895.0
6,1402.0,2.0,1200.0,1928,1959,2.0,Blmngtn,9556.0,741.0,6.0,596.0,0,398785.0
5,2451.0,1.0,945.0,1887,1950,1.0,BrkSide,6134.0,2132.0,6.0,299.0,2,413027.0
2,1403.0,3.0,900.0,1977,1985,2.0,OldTown,7593.0,787.0,5.0,548.0,2,350978.0
10,570.0,3.0,458.0,1876,1950,1.0,Sawyer,3488.0,426.0,4.0,1082.0,1,390586.0
1,2509.0,2.0,704.0,1979,2010,1.0,NoRidge,7440.0,1305.0,7.0,602.0,0,238336.0
2,1873.0,2.0,785.0,1877,1950,2.0,NWAmes,14940.0,1006.0,6.0,616.0,0,187106.0
3,1478.0,1.0,565.0,1900,1950,1.0,SWISU,12741.0,1250.0,4.0,274.0,1,154087.0
3,1320.0,3.0,1250.0,1955,1964,2.0,Blueste,8574.0,682.0,7.0,617.0,0,291753.0
2,2083.0,2.0,1581.0,2002,2010,1.0,NoRidge,10116.0,955.0,6.0,614.0,2,242414.0
1,1230.0,2.0,659.0,1928,1950,3.0,NoRidge,5919.0,831.0,6.0,515.0,0,163800.0
7,2118.0,2.0,1181.0,1888,1950,2.0,IDOTRR,20175.0,1775.0,3.0,604.0,2,379915.0
10,1800.0,1.0,604.0,1904,1950,2.0,Somerst,25182.0,1074.0,8.0,271.0,0,296041.0
2,1643.0,2.0,923.0,1996,1998,2.0,Timber,9725.0,834.0,5.0,579.0,0,282681.0
3,1591.0,1.0,755.0,1973,2007,2.0,Blmngtn,32707.0,1419.0,7.0,249.0,1,345130.0
6,1423.0,3.0,1321.0,1885,1950,2.0,SWISU,6374.0,1074.0,5.0,944.0,1,229153.0
10,2064.0,2.0,760.0,1925,1950,2.0,ClearCr,4791.0,1719.0,6.0,465.0,1,511179.0
7,1061.0,3.0,1500.0,1908,1950,2.0,Veenker,6280.0,837.0,8.0,1109.0,1,304667.0
8,663.0,2.0,949.0,1896,1950,1.0,SawyerW,8025.0,507.0,7.0,739.0,0,268210.0
6,1838.0,2.0,772.0,1989,2010,1.0,NWAmes,28454.0,1145.0,8.0,691.0,0,260689.0
5,1846.0,1.0,508.0,1957,1978,2.0,Blueste,7781.0,1100.0,7.0,331.0,0,327295.0
2,1767.0,2.0,1168.0,1896,1950,1.0,BrkSide,5827.0,1365.0,7.0,553.0,0,317713.0
9,1729.0,1.0,1449.0,1962,1986,2.0,ClearCr,5715.0,1336.0,4.0,327.0,2,446418.0
9,1347.0,1.0,1177.0,1929,1950,2.0,NoRidge,15836.0,1182.0,6.0,276.0,0,272112.0
1,1928.0,2.0,2038.0,1880,1950,2.0,Edwards,14745.0,1361.0,6.0,436.0,0,265942.0
8,1491.0,2.0,1683.0,1934,1965,1.0,Sawyer,7025.0,869.0,8.0,680.0,1,416537.0
1,1259.0,0.0,922.0,1897,1950,2.0,NWAmes,3506.0,844.0,6.0,0.0,0,145503.0
8,1351.0,2.0,918.0,1906,1950,1.0,Somerst,5093.0,981.0,7.0,557.0,0,239957.0
9,2576.0,2.0,1263.0,1994,1998,2.0,MeadowV,21176.0,1654.0,7.0,462.0,0,418690.0
2,604.0,1.0,690.0,1970,1999,1.0,Blueste,12637.0,487.0,8.0,257.0,1,231211.0
5,1777.0,2.0,1568.0,1890,1950,2.0,Blueste,9253.0,1267.0,6.0,414.0,0,385308.0
2,633.0,2.0,1215.0,1990,2007,1.0,Somerst,22798.0,334.0,8.0,636.0,1,134446.0
6,1458.0,2.0,1169.0,1951,1953,1.0,BrkSide,23841.0,1030.0,4.0,432.0,1,417935.0
10,1287.0,1.0,1358.0,1993,2010,2.0,Gilbert,8796.0,946.0,4.0,291.0,2,457727.0
1,420.0,2.0,1812.0,1975,1982,2.0,CollgCr,8877.0,362.0,3.0,493.0,1,183713.0
4,1719.0,3.0,1132.0,1919,1950,1.0,NoRidge,6694.0,1094.0,8.0,669.0,0,272684.0
10,1315.0,1.0,1007.0,1946,1985,1.0,Veenker,7767.0,932.0,8.0,290.0,1,374088.0
4,413.0,1.0,1718.0,1945,1974,1.0,CollgCr,4259.0,334.0,8.0,267.0,0,227967.0
2,1956.0,1.0,1481.0,1972,1973,1.0,StoneBr,4251.0,1348.0,5.0,314.0,0,275750.0
5,2268.0,2.0,916.0,1906,1950,2.0,NAmes,3785.0,1089.0,6.0,459.0,0,317086.0
6,2297.0,2.0,1059.0,1918,1950,2.0,Veenker,15401.0,1961.0,6.0,499.0,2,269342.0
7,1703.0,1.0,1143.0,1906,1950,2.0,CollgCr,4102.0,1464.0,9.0,184.0,1,344006.0
4,1539.0,2.0,1215.0,1913,1950,2.0,Mitchel,23742.0,1072.0,9.0,385.0,2,301125.0
10,2212.0,1.0,463.0,1894,1950,2.0,Edwards,6216.0,1549.0,8.0,352.0,0,390880.0
6,2398.0,1.0,381.0,1877,1950,1.0,Mitchel,21347.0,1141.0,7.0,363.0,0,280177.0
3,2110.0,1.0,668.0,2002,2006,1.0,Mitchel,7461.0,1517.0,9.0,284.0,0,252509.0
10,1021.0,1.0,634.0,1882,1950,1.0,IDOTRR,4092.0,657.0,6.0,247.0,2,345177.0
10,1621.0,3.0,775.0,1995,2004,1.0,BrDale,17016.0,1247.0,6.0,804.0,0,488419.0
5,1746.0,1.0,1335.0,1872,1950,1.0,Blueste,18051.0,823.0,6.0,315.0,0,322956.0
1,565.0,2.0,983.0,1980,2000,2.0,NWAmes,5693.0,435.0,5.0,519.0,1,141084.0
6,1761.0,1.0,1143.0,1917,1950,2.0,Blmngtn,7587.0,1020.0,6.0,290.0,0,457916.0
6,2708.0,2.0,521.0,1943,1963,3.0,Mitchel,5694.0,2013.0,5.0,559.0,1,299955.0
2,1851.0,1.0,855.0,1911,1950,1.0,OldTown,8432.0,1355.0,8.0,257.0,1,300383.0
7,2289.0,2.0,1314.0,1940,1963,2.0,NoRidge,9451.0,1264.0,7.0,518.0,0,287898.0
9,1611.0,2.0,1318.0,1934,1968,1.0,ClearCr,7512.0,1044.0,9.0,583.0,1,428057.0
2,1477.0,4.0,740.0,1945,1960,1.0,Sawyer,3607.0,1220.0,4.0,964.0,0,283837.0
8,1715.0,2.0,1128.0,1926,1959,1.0,Timber,6698.0,1239.0,10.0,596.0,1,371107.0
2,1087.0,1.0,2020.0,1946,1977,2.0,Mitchel,12731.0,523.0,4.0,261.0,0,204552.0
8,1009.0,2.0,1049.0,1986,2010,1.0,Edwards,8067.0,655.0,5.0,570.0,2,341606.0
5,2180.0,3.0,753.0,1932,1968,1.0,SawyerW,7603.0,1287.0,6.0,1006.0,2,310293.0
1,2235.0,1.0,981.0,1922,1953,1.0,Mitchel,5623.0,1651.0,9.0,273.0,0,209156.0
10,995.0,1.0,1097.0,1890,1950,1.0,NWAmes,6601.0,723.0,7.0,317.0,0,270220.0
2,2023.0,2.0,991.0,1922,1952,1.0,NPkVill,18115.0,920.0,6.0,417.0,2,334776.0
6,1469.0,1.0,1043.0,1889,1950,1.0,SawyerW,5065.0,1063.0,5.0,261.0,0,276346.0
2,1693.0,2.0,425.0,1897,1950,2.0,NoRidge,12841.0,1322.0,4.0,562.0,0,190532.0
10,1757.0,1.0,635.0,2004,2010,2.0,NAmes,9168.0,1398.0,8.0,357.0,0,436204.0
8,2037.0,3.0,992.0,1884,1950,1.0,Sawyer,10121.0,971.0,8.0,605.0,1,462919.0
9,1558.0,1.0,985.0,1939,1959,1.0,NPkVill,6209.0,914.0,9.0,276.0,1,475871.0
5,2255.0,2.0,809.0,1987,2010,1.0,NPkVill,7511.0,1442.0,7.0,677.0,1,471693.0
5,1677.0,3.0,979.0,2004,2010,2.0,Blueste,8930.0,890.0,2.0,746.0,1,373577.0
7,1843.0,2.0,1084.0,1892,1950,1.0,CollgCr,6903.0,1178.0,5.0,543.0,1,352727.0
8,1078.0,1.0,1447.0,1894,1950,2.0,Veenker,10569.0,520.0,7.0,293.0,1,273571.0
9,2648.0,1.0,1014.0,1923,1950,2.0,NridgHt,11257.0,1327.0,6.0,287.0,1,451686.0
1,1762.0,2.0,1232.0,1949,1987,1.0,NAmes,26539.0,1323.0,6.0,685.0,0,306299.0
7,1889.0,1.0,820.0,2005,2005,1.0,OldTown,10292.0,1073.0,5.0,298.0,1,430558.0
2,671.0,2.0,1308.0,1900,1950,2.0,ClearCr,3442.0,517.0,8.0,666.0,2,230194.0
3,1083.0,1.0,1222.0,1894,1950,2.0,Timber,16019.0,511.0,7.0,266.0,1,194442.0
9,2165.0,2.0,1436.0,1907,1950,1.0,Timber,8087.0,1522.0,7.0,501.0,1,374622.0
3,1666.0,2.0,1369.0,1993,1999,1.0,NPkVill,24489.0,1043.0,5.0,542.0,0,325968.0
8,510.0,2.0,1315.0,1876,1950,2.0,OldTown,18685.0,412.0,7.0,467.0,0,386170.0
5,2060.0,3.0,1014.0,1924,1950,2.0,OldTown,6956.0,1654.0,4.0,898.0,0,412972.0
3,1230.0,1.0,1164.0,1888,1950,1.0,Blmngtn,12848.0,761.0,6.0,265.0,1,246797.0
4,2256.0,1.0,1523.0,1893,1950,1.0,NoRidge,6654.0,1647.0,2.0,253.0,1,227140.0
6,1469.0,1.0,771.0,1999,2010,2.0,MeadowV,8967.0,811.0,4.0,300.0,0,293129.0
8,1622.0,2.0,782.0,1872,1950,1.0,IDOTRR,12556.0,1154.0,6.0,469.0,1,359039.0
7,2134.0,2.0,1136.0,1916,1950,2.0,Edwards,15623.0,1038.0,10.0,622.0,1,396338.0
10,1044.0,1.0,1239.0,1999,2001,2.0,IDOTRR,14011.0,674.0,4.0,261.0,0,451861.0
9,994.0,0.0,696.0,1956,1995,1.0,Blueste,9297.0,529.0,5.0,0.0,0,306217.0
8,1412.0,1.0,1024.0,1881,1950,2.0,OldTown,30999.0,1197.0,7.0,264.0,1,460452.0
7,1949.0,2.0,1016.0,1936,1950,2.0,Edwards,7461.0,1267.0,9.0,611.0,1,359250.0
3,816.0,2.0,87.0,2006,2010,2.0,NWAmes,4009.0,584.0,7.0,574.0,0,148210.0
5,639.0,3.0,961.0,1927,1950,2.0,BrkSide,4415.0,391.0,8.0,929.0,0,353872.0
2,1947.0,3.0,988.0,1945,1969,0.0,NoRidge,18714.0,1129.0,6.0,853.0,0,249836.0
4,1198.0,2.0,987.0,1945,1980,2.0,Edwards,8619.0,648.0,6.0,427.0,1,280273.0
10,1309.0,3.0,1677.0,1963,1966,2.0,Blmngtn,9697.0,1126.0,7.0,961.0,0,496496.0
5,540.0,2.0,524.0,1898,1950,1.0,Edwards,6828.0,437.0,5.0,553.0,0,236126.0
2,1159.0,3.0,696.0,1988,2008,1.0,Gilbert,7141.0,591.0,8.0,935.0,0,291714.0
7,1511.0,3.0,0.0,2009,2010,2.0,Blueste,6042.0,1188.0,4.0,923.0,1,329068.0
10,2003.0,2.0,846.0,1891,1950,2.0,SawyerW,11334.0,1279.0,8.0,498.0,0,293760.0
9,1110.0,2.0,884.0,1985,2000,1.0,Timber,8530.0,507.0,7.0,487.0,0,298764.0
3,2385.0,2.0,834.0,1985,2009,2.0,Mitchel,11131.0,1640.0,6.0,612.0,1,340851.0
5,1156.0,2.0,1542.0,1975,2010,1.0,NridgHt,10612.0,588.0,4.0,536.0,0,368880.0
6,1156.0,2.0,1434.0,1923,1950,1.0,Crawfor,7238.0,629.0,5.0,635.0,0,296112.0
3,2322.0,2.0,1091.0,1937,1972,0.0,MeadowV,4318.0,1772.0,8.0,546.0,1,291150.0
3,1626.0,1.0,895.0,1988,2010,1.0,NAmes,4134.0,920.0,6.0,321.0,1,298304.0
3,1225.0,2.0,1506.0,1893,1950,2.0,Veenker,40673.0,1043.0,7.0,594.0,0,238460.0
10,1434.0,0.0,1048.0,1987,1996,3.0,Somerst,18753.0,1069.0,5.0,0.0,0,301062.0
8,2225.0,3.0,699.0,1999,2010,2.0,NPkVill,17502.0,1835.0,6.0,795.0,0,386170.0
9,2285.0,2.0,305.0,1966,1974,1.0,Blueste,6391.0,1661.0,4.0,579.0,1,561135.0
9,1086.0,2.0,864.0,1919,1950,1.0,Blmngtn,8998.0,913.0,7.0,655.0,0,428185.0
10,1493.0,3.0,1388.0,1949,1958,2.0,StoneBr,5957.0,915.0,7.0,833.0,0,397011.0
2,1562.0,2.0,2054.0,1878,1950,1.0,NPkVill,4647.0,1089.0,7.0,602.0,0,290322.0
9,997.0,3.0,1084.0,2001,2010,1.0,Veenker,6672.0,680.0,5.0,846.0,1,348040.0
1,1486.0,1.0,722.0,1919,1950,2.0,NoRidge,17380.0,1273.0,6.0,285.0,1,184829.0
5,1518.0,4.0,538.0,1879,1950,1.0,NPkVill,13635.0,796.0,7.0,1396.0,0,353612.0
6,2114.0,3.0,1299.0,1982,2010,1.0,NWAmes,5514.0,1501.0,6.0,984.0,0,299450.0
4,2149.0,2.0,284.0,1963,2000,2.0,BrDale,7651.0,1697.0,6.0,566.0,1,339885.0
2,1342.0,3.0,1298.0,1958,1958,2.0,Blmngtn,13024.0,827.0,10.0,866.0,0,326773.0
2,1403.0,1.0,1415.0,1879,1950,1.0,NoRidge,6731.0,1179.0,5.0,252.0,1,195943.0
9,1864.0,2.0,1248.0,1976,1984,2.0,Edwards,9319.0,1152.0,8.0,546.0,1,450666.0
4,1208.0,3.0,961.0,1960,1996,2.0,Gilbert,10948.0,638.0,5.0,877.0,1,346986.0
4,1824.0,0.0,1304.0,1982,2010,3.0,Somerst,10889.0,1300.0,8.0,0.0,0,262246.0
10,1469.0,2.0,1132.0,1986,1998,2.0,IDOTRR,10169.0,939.0,8.0,620.0,1,391822.0
2,1006.0,2.0,716.0,1901,1950,2.0,Mitchel,6458.0,460.0,6.0,471.0,0,167148.0
10,1013.0,3.0,1867.0,1901,1950,2.0,BrDale,6799.0,488.0,5.0,957.0,3,423598.0
10,2275.0,1.0,903.0,2000,2010,1.0,Sawyer,5081.0,1224.0,3.0,276.0,0,428059.0
6,1433.0,3.0,1397.0,1945,1963,1.0,Somerst,4102.0,1141.0,6.0,722.0,0,238317.0
2,2376.0,1.0,0.0,1932,1950,2.0,NoRidge,8456.0,2023.0,7.0,333.0,0,245899.0
2,1245.0,1.0,1616.0,1911,1950,2.0,Edwards,13469.0,866.0,5.0,339.0,0,241196.0
3,1668.0,1.0,1700.0,1960,1973,2.0,NPkVill,4491.0,830.0,7.0,291.0,0,285819.0
6,2771.0,1.0,1070.0,1976,2008,2.0,OldTown,10265.0,1913.0,4.0,308.0,0,425273.0
2,960.0,2.0,1302.0,1872,1950,1.0,Crawfor,13257.0,802.0,6.0,621.0,0,212738.0
5,519.0,1.0,1302.0,1948,1978,2.0,Blmngtn,3575.0,409.0,5.0,336.0,1,282264.0
2,2190.0,2.0,775.0,2010,2010,2.0,IDOTRR,7822.0,1272.0,6.0,618.0,0,351416.0
6,1081.0,1.0,1297.0,1911,1950,1.0,BrDale,20396.0,547.0,6.0,227.0,1,318410.0
1,1504.0,1.0,703.0,1911,1950,1.0,Mitchel,11801.0,1286.0,5.0,360.0,0,177478.0
8,1207.0,1.0,790.0,1994,2010,1.0,ClearCr,3515.0,1007.0,5.0,323.0,1,328368.0
1,1656.0,2.0,1551.0,1880,1950,1.0,SWISU,12446.0,785.0,5.0,519.0,1,163782.0
2,1016.0,2.0,1484.0,1927,1961,2.0,Crawfor,6162.0,834.0,4.0,478.0,0,220384.0
2,1421.0,2.0,748.0,1935,1950,2.0,OldTown,12653.0,702.0,8.0,600.0,1,271202.0
9,1751.0,2.0,736.0,1982,1996,2.0,Blueste,6342.0,838.0,6.0,538.0,1,452770.0
1,986.0,3.0,774.0,1889,1950,1.0,CollgCr,8721.0,780.0,3.0,880.0,2,182464.0
